1000.0,1.0121842717608291,11.742889821302523
769.0,1.0104296116009268,8.996209976195997
595.0,1.0088057295634278,7.575877556504349
463.0,1.0052905052769572,5.880727586020525
355.0,1.0045497747747496,5.455202814840435
278.0,1.0131005083406088,4.4837215902170415
213.0,1.0145995515473087,5.457732514834193
167.0,1.0135704218257358,4.810586194365647
128.0,1.0130693164833293,4.461168175094887
100.0,1.0132348247074812,4.579557989621723
76.9,1.012877924529901,4.3201782156875055
60.0,1.012641896229857,4.1396347787223755
46.4,1.0123541870313966,3.908193580557109
35.7,1.012032020244419,3.631426114135248
27.8,1.0118464359773176,3.461892025989749
21.3,1.0116411221376878,3.2640257259569734
16.7,1.0115735069682281,3.196167667044226
12.7,1.011384402687722,2.9981977431002362
10.0,1.0113791771635403,2.9925403839892324
7.75,1.0113531974537877,2.9642527145438335
5.99,1.0112171675757884,2.8114746517003795
4.65,1.0112918520387675,2.896356432401008
3.6,1.011281765879322,2.885039588646769
2.79,1.0110288621003853,2.5850638512954482
2.16,1.0112319269089558,2.8284520078896875
1.67,1.010848138940761,2.347245658749205
1.29,1.0011180200156222,2.7080719936653392
1.0,1.0007719470488767,2.250565952818837
